gene	GO_ID
comp352764	GO:0000978, GO:0000981, GO:0001228, GO:0001756, GO:0003700, GO:0005634, GO:0005654, GO:0006357, GO:0007519, GO:0035914, GO:0042693, GO:0043403, GO:0045663, GO:0045892, GO:0045944, GO:0046982, GO:0048743, GO:0051149, GO:0060415, GO:0090575, GO:1901741
comp352765	GO:0005737, GO:0005794, GO:0006886, GO:0006897, GO:0030121
comp352766	GO:0001764, GO:0001786, GO:0001934, GO:0001961, GO:0003104, GO:0005102, GO:0005245, GO:0005509, GO:0005615, GO:0005622, GO:0005737, GO:0006468, GO:0006909, GO:0007165, GO:0007167, GO:0007596, GO:0008083, GO:0009267, GO:0010628, GO:0010804, GO:0010934, GO:0018105, GO:0019064, GO:0019079, GO:0030296, GO:0030971, GO:0031100, GO:0031589, GO:0032008, GO:0032148, GO:0032689, GO:0032720, GO:0032825, GO:0033138, GO:0035457, GO:0035690, GO:0035754, GO:0040008, GO:0042246, GO:0043027, GO:0043154, GO:0043277, GO:0043433, GO:0043491, GO:0045860, GO:0045892, GO:0046718, GO:0046813, GO:0046827, GO:0048146, GO:0048771, GO:0050711, GO:0050766, GO:0051897, GO:0060090, GO:0061098, GO:0070168, GO:0070374, GO:0071307, GO:0071333, GO:0071363, GO:0072659, GO:0085029, GO:0097028, GO:0097241, GO:1900142, GO:1900165, GO:2000270, GO:2000352, GO:2000510, GO:2000533, GO:2000669
comp352767	GO:0000398, GO:0000790, GO:0005681, GO:0030374, GO:0035257, GO:0071007, GO:2000825
comp352769	GO:0004750, GO:0005829, GO:0005975, GO:0006098, GO:0009052, GO:0019323, GO:0042802, GO:0042803, GO:0044262, GO:0046872, GO:0070062
comp352777	GO:0003876, GO:0006188, GO:0032264, GO:0034101, GO:0046031, GO:0046033, GO:0046034, GO:0046039, GO:0046872, GO:0097009
comp352778	
comp352783	GO:0000209, GO:0001701, GO:0003723, GO:0004842, GO:0005694, GO:0005730, GO:0005815, GO:0005829, GO:0006260, GO:0006275, GO:0006397, GO:0006511, GO:0006974, GO:0008270, GO:0016607, GO:0019901, GO:0032991, GO:0035264, GO:0048568, GO:0061053, GO:0061630
comp352785	GO:0000226, GO:0000278, GO:0005096, GO:0005737, GO:0005813, GO:0005912, GO:0005923, GO:0006457, GO:0007021, GO:0007023, GO:0010812, GO:0016328, GO:0031115, GO:0034333, GO:0048487, GO:0048667, GO:0070830
comp352786	GO:0000922, GO:0005509, GO:0005615, GO:0005654, GO:0005737, GO:0005771, GO:0005829, GO:0005881, GO:0008134, GO:0019827, GO:2000384
comp352787	GO:0003723, GO:0003729, GO:0005634, GO:0005737, GO:0007399, GO:0030154, GO:1990904
comp352788	GO:0000346, GO:0003723, GO:0003729, GO:0005634, GO:0005643, GO:0005654, GO:0005737, GO:0006405, GO:0006406, GO:0016607, GO:0016973, GO:0042405
comp352789	GO:0000226, GO:0003723, GO:0004113, GO:0005615, GO:0005634, GO:0005654, GO:0005737, GO:0005741, GO:0005743, GO:0005829, GO:0005874, GO:0005886, GO:0005902, GO:0007268, GO:0007409, GO:0007568, GO:0008344, GO:0009214, GO:0009636, GO:0016020, GO:0021762, GO:0030551, GO:0030900, GO:0031143, GO:0032496, GO:0035748, GO:0035749, GO:0042470, GO:0046902, GO:0048471, GO:0048709, GO:0070062
comp352794	GO:0000139, GO:0002378, GO:0004653, GO:0005576, GO:0005789, GO:0005794, GO:0005795, GO:0006493, GO:0016020, GO:0016266, GO:0018242, GO:0018243, GO:0030145, GO:0030173, GO:0030246, GO:0032580, GO:0048471
comp352796	GO:0005764, GO:0005765, GO:0005886, GO:0005887, GO:0010506, GO:0019230, GO:0071260
comp352797	GO:0003677, GO:0005634, GO:0030182, GO:0030307, GO:0034599, GO:0046872, GO:0060548, GO:0071300
comp352801	GO:0000076, GO:0000077, GO:0005634, GO:0005654, GO:0005737, GO:0006281, GO:0006974, GO:0008408, GO:0008853, GO:0017124, GO:0019899, GO:0019901, GO:0030896, GO:0031573, GO:0042826, GO:0071479, GO:1902231
comp352802	GO:0001671, GO:0005635, GO:0005783, GO:0005789, GO:0007029, GO:0016021, GO:0032781, GO:0051117, GO:0090435
comp352803	GO:0000151, GO:0005789, GO:0005886, GO:0007193, GO:0008528, GO:0016021, GO:0030544, GO:0031625, GO:0031987, GO:0036505, GO:0042277, GO:0042416, GO:0043235, GO:0043410, GO:0045964, GO:1903206
comp352808	NA
comp352809	GO:0000146, GO:0001570, GO:0001701, GO:0003094, GO:0003774, GO:0005516, GO:0005524, GO:0005737, GO:0005856, GO:0005903, GO:0005911, GO:0005912, GO:0006807, GO:0006897, GO:0015629, GO:0016459, GO:0030048, GO:0030136, GO:0032836, GO:0035091, GO:0035166, GO:0042623, GO:0048008, GO:0051015, GO:0070062, GO:0072015
comp352811	GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0016925, GO:0016926, GO:0070139, GO:0070646, GO:0090169, GO:0090234
comp352814	GO:0005524, GO:0005739, GO:0005759, GO:0005886, GO:0016226, GO:0032981, GO:0046872, GO:0051539, GO:0070584
comp352816	GO:0005829, GO:0030140, GO:0042609
comp352819	GO:0000287, GO:0003676, GO:0005634, GO:0006259, GO:0006281, GO:0008296, GO:0008853, GO:0042803
comp352821	GO:0001501, GO:0003700, GO:0005634, GO:0005654, GO:0005739, GO:0032922, GO:0035326, GO:0040015, GO:0044212, GO:0045893, GO:0045944, GO:0046872
comp352822	GO:0005783, GO:0005793, GO:0006888, GO:0015031, GO:0016021
comp352824	GO:0005244, GO:0005246, GO:0005262, GO:0034765, GO:1990454
comp352831	GO:0005737, GO:0006470, GO:0015629, GO:0032410, GO:0034763, GO:0051721
comp352833	GO:0002115, GO:0005246, GO:0005509, GO:0005783, GO:0005789, GO:0005886, GO:0006874, GO:0015279, GO:0016021, GO:0032237, GO:0051928
comp352837	GO:0003841, GO:0005789, GO:0008654, GO:0016021, GO:0036150, GO:0036152, GO:0047144
comp352838	GO:0000026, GO:0000030, GO:0005783, GO:0005789, GO:0006488, GO:0016020, GO:0016021, GO:0052918, GO:0052926
comp352840	GO:0005737, GO:0005794, GO:0007266, GO:0009267, GO:0009611, GO:0012506, GO:0016020, GO:0030335, GO:0031252, GO:0034067, GO:0035024, GO:0051683, GO:0070062, GO:0071889, GO:0090316, GO:1990869, GO:2001107
comp352841	GO:0003723, GO:0004521, GO:0004672, GO:0005524, GO:0005759, GO:0005829, GO:0006364, GO:0006397, GO:0006468, GO:0016363, GO:0019843, GO:0042802, GO:0043021, GO:0043488, GO:0045071, GO:0045444, GO:0045944, GO:0046326, GO:0046872, GO:0051607, GO:0060337, GO:0060338
comp352842	GO:0005654, GO:0006368, GO:0008023, GO:0032968, GO:0042795
comp352843	
comp352846	
comp352849	GO:0004930, GO:0005886, GO:0005887, GO:0007186, GO:0016604, GO:0035025, GO:0035727, GO:0043231, GO:0051482, GO:0070915
comp352850	NA
comp352857	
comp352858	GO:0004888, GO:0005576, GO:0005789, GO:0005886, GO:0009897, GO:0009986, GO:0010008, GO:0016021, GO:0022414, GO:0046872, GO:1901998
comp352859	GO:0005737, GO:0005829, GO:0005886, GO:0007165, GO:0019781, GO:0031625, GO:0032446, GO:0032991, GO:0033314, GO:0042981, GO:0043523, GO:0043687, GO:0045116, GO:0046982, GO:0051402
comp352865	GO:0003735, GO:0005763, GO:0006412
comp352868	GO:0005634, GO:1902979
comp352869	GO:0003677, GO:0003713, GO:0003723, GO:0005634, GO:0005654, GO:0016746, GO:0018024, GO:0035097, GO:0042393, GO:0042800, GO:0044666, GO:0045652, GO:0045944, GO:0046872
comp352872	GO:0004252
comp352876	GO:0005634, GO:0005737, GO:0031417, GO:0043066
comp352877	GO:0002250, GO:0004843, GO:0005634, GO:0005654, GO:0005829, GO:0006281, GO:0006974, GO:0016579, GO:0019784, GO:0031625, GO:0043130, GO:0070062, GO:0071108, GO:0071347, GO:1901315, GO:2000780
comp352879	GO:0005615, GO:0016021, GO:0031012
comp352880	GO:0000166, GO:0003677, GO:0003887, GO:0005730, GO:0006260, GO:0006281, GO:0016035, GO:0042276, GO:0046872, GO:0051539, GO:0090305
comp352884	GO:0005543, GO:0005737, GO:0005769, GO:0005829, GO:0005856, GO:0005886, GO:0005901, GO:0005911, GO:0007010, GO:0007165, GO:0008092, GO:0008289, GO:0016607, GO:0019898, GO:0030036, GO:0030659, GO:0032587, GO:0036010, GO:0042802, GO:0043231, GO:0045806, GO:0048858, GO:0050804, GO:0055038, GO:0070300, GO:0070836, GO:0072584, GO:0097320, GO:0098978
comp352890	GO:0001228, GO:0004672, GO:0004674, GO:0004715, GO:0005524, GO:0005798, GO:0005829, GO:0006468, GO:0016020, GO:0045944, GO:0046777, GO:0048471, GO:0071560
comp352897	GO:0016021
comp352901	GO:0001516, GO:0004364, GO:0005641, GO:0005739, GO:0006749, GO:0008285, GO:0016021, GO:0043295, GO:0050220, GO:0055114
comp352902	GO:0000151, GO:0003712, GO:0005654, GO:0006357, GO:0006369, GO:0016567, GO:0016592, GO:0070847
comp352905	GO:0003746, GO:0005739
comp352910	GO:0005576, GO:0005829
comp352915	GO:0000226, GO:0004835, GO:0005524, GO:0005623, GO:0018166, GO:0030516, GO:0045931, GO:0090235
comp352922	GO:0003677, GO:0005634, GO:0007275, GO:0008270
comp352924	GO:0003858, GO:0005737, GO:0016628, GO:0019290, GO:0042168, GO:0055072
comp352926	GO:0000086, GO:0000242, GO:0001764, GO:0005737, GO:0005813, GO:0005814, GO:0005829, GO:0007098, GO:0010389, GO:0016020, GO:0022027, GO:0031122, GO:0031965, GO:0032991, GO:0034451, GO:0034453, GO:0034454, GO:0035176, GO:0035735, GO:0035869, GO:0036064, GO:0042802, GO:0045177, GO:0050768, GO:0060271, GO:0071539, GO:0090316, GO:0097150, GO:0097711, GO:1905515
comp352927	GO:0015031, GO:0016021, GO:0016192
comp352929	GO:0000413, GO:0003755, GO:0005737, GO:0016018, GO:0042026, GO:0051082
comp352930	GO:0003723, GO:0005516, GO:0005634, GO:0005730, GO:0005737, GO:0005886, GO:0006355, GO:0042802, GO:0046872
comp352934	GO:0000079, GO:0001223, GO:0003682, GO:0004674, GO:0005634, GO:0005654, GO:0005829, GO:0005886, GO:0006357, GO:0006366, GO:0006368, GO:0007049, GO:0007519, GO:0008024, GO:0016538, GO:0019085, GO:0019086, GO:0019901, GO:0032786, GO:0042795, GO:0045944, GO:0048471, GO:0051147, GO:0051301, GO:0061575, GO:0070063, GO:0097322
comp352935	GO:0005887, GO:0007275, GO:0007283, GO:0015347, GO:0015711, GO:0016021, GO:0016323, GO:0030154, GO:0043252
comp352936	GO:0005743, GO:0016021, GO:0022857
comp352937	GO:0005576, GO:0005737, GO:0016324
comp352947	GO:0003677, GO:0020037, GO:0042803, GO:0046872
comp352949	GO:0005739, GO:0005743, GO:0005747, GO:0005758, GO:0006120, GO:0032981, GO:0044877
comp352955	GO:0016021
comp352960	GO:0005634, GO:0005694, GO:0005829, GO:0007076, GO:0051301
comp352963	GO:0007275
comp352964	GO:0005154, GO:0005200, GO:0005634, GO:0005737, GO:0005794, GO:0005829, GO:0005856, GO:0006915, GO:0006919, GO:0007015, GO:0016020, GO:0030100, GO:0030136, GO:0030154, GO:0030276, GO:0030479, GO:0030665, GO:0031234, GO:0032051, GO:0032266, GO:0035091, GO:0035254, GO:0035612, GO:0035615, GO:0042803, GO:0042981, GO:0043231, GO:0043325, GO:0045742, GO:0046982, GO:0048260, GO:0048268, GO:0050821, GO:0051015, GO:0051897, GO:0061024, GO:0072583, GO:0080025, GO:0097190, GO:0098793, GO:0098794, GO:0098888, GO:0098890, GO:0098978, GO:0099637, GO:2000588
comp352966	GO:0000123, GO:0005634, GO:0005654, GO:0005730, GO:0043231, GO:0043981, GO:0043982, GO:0043984, GO:0044545
comp352968	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp352969	
comp352972	GO:0000287, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0006468, GO:0031588, GO:0032007, GO:0035556, GO:0042149, GO:0046626
comp352973	GO:0005576, GO:0009374, GO:0019731
comp352974	GO:0003677, GO:0003899, GO:0005634, GO:0005654, GO:0005666, GO:0005736, GO:0005829, GO:0006360, GO:0006361, GO:0006363, GO:0006383, GO:0045815, GO:0046983
comp352977	GO:0005198, GO:0005637, GO:0005882
comp352978	GO:0004588, GO:0004590, GO:0005634, GO:0005737, GO:0006207, GO:0006222, GO:0007565, GO:0007595, GO:0009116, GO:0035690, GO:0042802, GO:0044205
comp352987	GO:0003677, GO:0003777, GO:0005524, GO:0005634, GO:0005737, GO:0005871, GO:0005874, GO:0007018, GO:0008017, GO:0016887
comp352988	GO:0000035, GO:0000036, GO:0005504, GO:0005739, GO:0005747, GO:0005759, GO:0006120, GO:0006633, GO:0008137, GO:0016491, GO:0031966, GO:0032981
comp352989	GO:0000209, GO:0004842, GO:0005737, GO:0008270, GO:0043161, GO:0043523, GO:0061630
comp352992	GO:0000139, GO:0001503, GO:0006024, GO:0006486, GO:0007369, GO:0007411, GO:0007492, GO:0007498, GO:0015014, GO:0021772, GO:0030176, GO:0042803, GO:0046872, GO:0046982, GO:0050508, GO:0050509, GO:0072498
comp352998	GO:0003723, GO:0005768, GO:0005783, GO:0005794, GO:0005829, GO:0007631, GO:0008344, GO:0009791, GO:0010494, GO:0016020, GO:0016021, GO:0016441, GO:0017148, GO:0021522, GO:0031571, GO:0032991, GO:0035264, GO:0043204, GO:0044267, GO:0045296, GO:0048009, GO:0048873, GO:0050881, GO:0050885, GO:0061157, GO:0070064, GO:1990635
comp353001	GO:0001666, GO:0005024, GO:0005114, GO:0005160, GO:0005539, GO:0005615, GO:0005737, GO:0005887, GO:0006955, GO:0007165, GO:0007179, GO:0007181, GO:0008201, GO:0009897, GO:0015026, GO:0016021, GO:0017134, GO:0030509, GO:0030511, GO:0030512, GO:0031012, GO:0031100, GO:0032354, GO:0034673, GO:0034695, GO:0034699, GO:0035556, GO:0043235, GO:0043393, GO:0046332, GO:0048185, GO:0050431, GO:0051271, GO:0060317, GO:0060389, GO:0062023, GO:0065003, GO:0070123
comp353002	GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0005886, GO:0006986, GO:0007283, GO:0009408, GO:0009409, GO:0016192, GO:0016887, GO:0030154, GO:0031072, GO:0034605, GO:0034620, GO:0036128, GO:0042026, GO:0042623, GO:0044183, GO:0051082, GO:0051085, GO:0051787, GO:0072687
comp353005	GO:0003735, GO:0005739, GO:0005743, GO:0005762, GO:0006412, GO:0070125, GO:0070126
comp353011	GO:0005739, GO:0009249, GO:0016874, GO:0033819, GO:0102555, GO:2000376
comp353013	GO:0005089, GO:0005737, GO:0017048, GO:0030165, GO:0030971, GO:0035023, GO:0060326, GO:0090630, GO:1903078
comp353016	GO:0016021, GO:0048471
comp353019	GO:0000779, GO:0000785, GO:0005635, GO:0005719, GO:0005720, GO:0005819, GO:0006325, GO:0006974, GO:0019904, GO:0031618, GO:0042802, GO:0045892, GO:0048511, GO:0090734, GO:1990226
comp353022	GO:0003735, GO:0006412, GO:0019843, GO:0022627
comp353034	GO:0000139, GO:0005537, GO:0005789, GO:0005793, GO:0006888, GO:0007029, GO:0007030, GO:0015031, GO:0016021, GO:0030134, GO:0046872
comp353036	GO:0003723, GO:0005730, GO:0006364, GO:0019843
comp353037	GO:0000139, GO:0000785, GO:0000978, GO:0001228, GO:0002062, GO:0005634, GO:0005654, GO:0005783, GO:0005789, GO:0005829, GO:0006888, GO:0009611, GO:0010628, GO:0010976, GO:0016021, GO:0030968, GO:0034976, GO:0035497, GO:0044212, GO:0045893, GO:0045944, GO:0051216, GO:0097038
comp353039	GO:0000398, GO:0001825, GO:0003729, GO:0005634, GO:0005686, GO:0005689, GO:0071013
comp353042	GO:0001784, GO:0004725, GO:0005737, GO:0005856, GO:0005886, GO:0006470, GO:0008092, GO:0009898, GO:0017080, GO:0042059, GO:0045930, GO:0051045, GO:0051117, GO:0097421, GO:0098902, GO:2000649
comp353044	GO:0008021, GO:0016021, GO:0021762, GO:0030054, GO:0030672, GO:0031594, GO:0032411, GO:0042169, GO:0045055, GO:0047485
comp353045	GO:0000737, GO:0002283, GO:0002673, GO:0003677, GO:0004530, GO:0004536, GO:0005509, GO:0005576, GO:0005634, GO:0005783, GO:0006259, GO:0006308, GO:0006309, GO:0010623, GO:0070948
comp353046	GO:0001701, GO:0005509, GO:0005783, GO:0005788, GO:0043010
comp353049	GO:0004550, GO:0005524, GO:0005634, GO:0005737, GO:0006183, GO:0006228, GO:0006241, GO:0006897, GO:0007399, GO:0030154, GO:0046872
comp353051	GO:0000922, GO:0005737, GO:0007052, GO:0017148, GO:0031369, GO:0032991, GO:0051301
comp353054	GO:0000932, GO:0003723, GO:0005654, GO:0005829, GO:0007223, GO:0010628, GO:0010629, GO:0035068, GO:0035194, GO:0035195, GO:0035278, GO:0045652, GO:0060213, GO:1900153
comp353055	GO:0001786, GO:0005080, GO:0005543, GO:0005654, GO:0005737, GO:0005829, GO:0005886, GO:0005901, GO:0015629, GO:0045121, GO:0097320
comp353060	GO:0005737, GO:0005783, GO:0005802, GO:0021987, GO:0030008, GO:0030182, GO:0051092
comp353061	GO:0003730, GO:0005634, GO:0005654, GO:0005737, GO:0009411, GO:0010494, GO:0030371, GO:0034063, GO:0045727, GO:0048255, GO:0070181
comp353066	GO:0001666, GO:0004222, GO:0005615, GO:0005634, GO:0007565, GO:0008270, GO:0009612, GO:0030198, GO:0030335, GO:0030425, GO:0030574, GO:0031012, GO:0032355, GO:0032496, GO:0032991, GO:0034097, GO:0034612, GO:0042060, GO:0043200, GO:0044297, GO:0044877, GO:0070555, GO:0071347, GO:0071460
comp353071	GO:0000932, GO:0003723, GO:0004175, GO:0004298, GO:0005634, GO:0005737, GO:0005839, GO:0005844, GO:0010498, GO:0010499, GO:0016363, GO:0019773, GO:0030016, GO:0030017, GO:0043161, GO:0051092, GO:0051603
comp353073	GO:0000462, GO:0005730, GO:0007275, GO:0019843, GO:0030163, GO:0031648, GO:0032040, GO:0034511
comp353076	GO:0000082, GO:0000125, GO:0003677, GO:0005634, GO:0005654, GO:0005669, GO:0005737, GO:0006352, GO:0006366, GO:0006367, GO:0006915, GO:0010468, GO:0016251, GO:0016578, GO:0016579, GO:0019899, GO:0030331, GO:0030914, GO:0033276, GO:0034622, GO:0035264, GO:0036459, GO:0043966, GO:0048471, GO:0051101, GO:0051260, GO:0070063, GO:0070365, GO:1901796
comp353077	GO:0000981, GO:0001228, GO:0005634, GO:0005730, GO:0043565, GO:0045944, GO:0046872
comp353080	GO:0004197, GO:0004843, GO:0005654, GO:0005737, GO:0005829, GO:0006284, GO:0006511, GO:0006974, GO:0010972, GO:0016579, GO:0019005, GO:0030307, GO:0031647, GO:0034644, GO:0035520, GO:0036459, GO:0042493, GO:0043066, GO:0043154, GO:0045892, GO:0071987, GO:0090263, GO:0101005, GO:1902230
comp353081	GO:0003723, GO:0004386, GO:0005524, GO:0005654, GO:0005730, GO:0006364, GO:0016020
comp353083	GO:0005794, GO:0006478, GO:0008476, GO:0030173, GO:0042803
comp353087	GO:0000049, GO:0004826, GO:0005524, GO:0005737, GO:0005739, GO:0005759, GO:0006418, GO:0006432, GO:0008033
comp353095	GO:0005289, GO:0005292, GO:0005739, GO:0005743, GO:0006844, GO:0015174, GO:0015227, GO:0015822, GO:0016021, GO:0089709, GO:1903400, GO:1903401, GO:1990575
comp353096	GO:0003924, GO:0005525, GO:0005886, GO:0015031
comp353098	GO:0005509
comp353100	GO:0005576, GO:0005783, GO:0005811, GO:0006986, GO:0030433, GO:0030970, GO:0031625, GO:0034098, GO:0034389, GO:0035473, GO:0035578, GO:0043130, GO:0043312, GO:0055102
comp353104	GO:0006351, GO:0007275, GO:0046872
comp353106	GO:0016790, GO:0071567
comp353109	GO:0004867, GO:0005520, GO:0005576, GO:0016021
comp353110	GO:0005525, GO:0005794, GO:0015031, GO:0016192
comp353111	GO:0005615, GO:0005783, GO:0008083, GO:0031175, GO:0071542
comp353112	GO:0000287, GO:0002028, GO:0003084, GO:0004674, GO:0005524, GO:0005737, GO:0005829, GO:0006468, GO:0006811, GO:0010766, GO:0010820, GO:0010923, GO:0016020, GO:0018105, GO:0019869, GO:0019870, GO:0019901, GO:0019902, GO:0023016, GO:0030291, GO:0030295, GO:0032414, GO:0033633, GO:0033673, GO:0034115, GO:0034260, GO:0035556, GO:0038116, GO:0046777, GO:0050794, GO:0050801, GO:0050852, GO:0071277, GO:0090188, GO:0090263, GO:0097022, GO:1903038, GO:1903288, GO:2000651
comp353114	GO:0005112, GO:0005506, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0008270, GO:0016706, GO:0019826, GO:0031406, GO:0036138, GO:0036139, GO:0036140, GO:0042264, GO:0042265, GO:0042803, GO:0045663, GO:0045746, GO:0048037, GO:0048471, GO:0051059, GO:0055114, GO:0061418, GO:0061428, GO:0071532, GO:0102113, GO:2001214
comp353115	NA
comp353116	GO:0005739, GO:0005747, GO:0005829, GO:0016021, GO:0031966, GO:0032981, GO:0055114
comp353121	GO:0001554, GO:0005524, GO:0005576, GO:0005634, GO:0005737, GO:0005739, GO:0005783, GO:0005788, GO:0005789, GO:0005790, GO:0005793, GO:0005829, GO:0005886, GO:0006983, GO:0006986, GO:0008180, GO:0009986, GO:0010976, GO:0016020, GO:0016887, GO:0019899, GO:0019904, GO:0021589, GO:0021680, GO:0030176, GO:0030182, GO:0030335, GO:0030433, GO:0030496, GO:0030512, GO:0030968, GO:0031072, GO:0031398, GO:0031625, GO:0032991, GO:0034605, GO:0034620, GO:0034663, GO:0034976, GO:0035437, GO:0035690, GO:0040019, GO:0042026, GO:0042149, GO:0042220, GO:0042623, GO:0043022, GO:0043066, GO:0043209, GO:0043231, GO:0044183, GO:0051082, GO:0051085, GO:0051402, GO:0051603, GO:0051787, GO:0071236, GO:0071277, GO:0071287, GO:0071320, GO:0071353, GO:0071480, GO:0090074, GO:0097501, GO:1901998, GO:1903895, GO:1904313, GO:1990090
comp353123	GO:0005654, GO:0005768, GO:0005769, GO:0007032, GO:0015031, GO:0016197, GO:0071203
comp353125	NA
comp353126	GO:0003677, GO:0005634, GO:0006355, GO:0046872
comp353136	GO:0005654, GO:0005739, GO:0005758, GO:0006915, GO:0010917, GO:0010950, GO:0015914, GO:0032991, GO:0043066, GO:0045580, GO:0051881, GO:0070234, GO:0090201, GO:0097035, GO:1901857, GO:1990050, GO:2001140
comp353137	GO:0005198, GO:0005882
comp353146	NA
comp353147	GO:0001503, GO:0005576, GO:2001222
comp353149	GO:0000786, GO:0003677, GO:0005634, GO:0006334
comp353154	NA
comp353155	GO:0007399, GO:0016021, GO:0030133, GO:0030426, GO:0031410, GO:0043005, GO:0043025
comp353160	GO:0003723, GO:0005634, GO:0005737, GO:0005844, GO:0007399, GO:0008266, GO:0042802, GO:1990904
comp353166	GO:0005524, GO:0005634, GO:0005694, GO:0005829, GO:0007076, GO:0046982, GO:0051301
comp353169	GO:0002039, GO:0005634, GO:0005737, GO:0005829, GO:0005886, GO:0006511, GO:0006915, GO:0012505, GO:0016567, GO:0016607, GO:0031625, GO:0035872, GO:0043161, GO:0046872, GO:0061630, GO:0070417, GO:0070936, GO:1901797, GO:1901981, GO:1902042, GO:2000374, GO:2001271
comp353175	GO:0005452, GO:0006814, GO:0015293, GO:0016021, GO:0016323
comp353178	GO:0000139, GO:0001966, GO:0005789, GO:0016021, GO:0019228, GO:0030433, GO:0030968, GO:0046872, GO:0061630, GO:0072659, GO:1903069
comp353182	GO:0005634, GO:0005813, GO:0005829, GO:0005856, GO:0006612, GO:0006893, GO:0017112, GO:0030027, GO:0033365, GO:0036064, GO:0042802, GO:0060271, GO:0097711
comp353189	GO:0051087
comp353190	NA
comp353191	GO:0003723, GO:0005634, GO:0005654, GO:0005730, GO:0006364, GO:0031965, GO:0032040, GO:0034388
comp353192	GO:0004111, GO:0005524, GO:0005743
comp353193	GO:0003689, GO:0005634, GO:0005663, GO:0006260, GO:0006261, GO:0031390, GO:0043142, GO:0046683, GO:1900264
comp353196	GO:0005524, GO:0005634, GO:0005829, GO:0017178, GO:0017183, GO:0051321
